Age,EducationBackground,MaritalStatus,EmpDepartment,EmpJobRole,BusinessTravelFrequency,DistanceFromHome,EmpEducationLevel,EmpEnvironmentSatisfaction,EmpHourlyRate,EmpJobInvolvement,EmpJobLevel,NumCompaniesWorked,EmpLastSalaryHikePercent,EmpRelationshipSatisfaction,TotalWorkExperienceInYears,TrainingTimesLastYear,EmpWorkLifeBalance,ExperienceYearsAtThisCompany,ExperienceYearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
40,1,2,3,13,1,3,3,1,84,3,2,2.574563561383583,11,2,10.574563561383583,3,1,3.850872877232834,4.127182193082084,1.0,3.2763093158492502,1
30,4,1,2,7,1,1,3,1,95,3,1,2.01522075736891,14,4,5.0,2,3,3.98477924263109,2.98477924263109,1.0,2.98477924263109,1
34,6,1,4,10,1,2,3,1,99,3,1,1.969638929660321,13,4,6.939277859320642,2,3,6.454458394490482,3.75759026758492,1.4848194648301605,4.969638929660321,1
37,2,1,1,1,1,9,2,1,52,3,1,0.8851631752607965,12,3,4.574184123696018,3,2,4.459347298956814,2.229673649478407,1.0,1.8851631752607965,1
30,1,1,3,13,1,6,2,2,73,3,2,0.0,14,2,9.389379957558367,3,2,8.389379957558367,5.831860127324898,1.0,7.0,1
30,2,1,1,1,1,24,3,2,35,2,2,1.0,19,3,10.0,3,2,10.0,5.443152766201279,1.0,8.422738893519488,1
33,1,1,1,3,1,28,4,1,95,2,1,0.4187617785773877,19,1,8.931332450041715,4,3,7.931332450041714,4.675047114309551,2.743714664267837,4.093808892886939,1
48,2,1,1,1,1,1,4,1,36,3,2,2.0,15,1,13.38254913890319,2,2,8.38254913890319,6.536911854177393,1.1543627152742024,6.073823708354786,1
33,2,1,1,1,1,3,3,2,85,3,2,1.5188598981451826,13,2,13.556579694435548,1,3,11.0,8.518859898145182,1.0,8.037719796290364,1
40,1,2,2,2,1,1,3,1,95,3,3,2.467410567448414,12,1,12.337052837242071,3,3,7.804463404690485,7.467410567448415,1.0,3.0,1
46,3,2,1,1,1,2,2,1,44,3,4,2.051823536822427,12,4,10.0,4,3,5.0,3.051823536822427,2.103647073644854,7.740882315887865,1
31,1,1,1,5,1,28,2,2,95,2,1,0.3366042781939206,19,1,6.0,3,3,5.336604278193921,2.6633957218060793,2.9901871654182384,2.0,1
21,3,1,1,5,1,1,1,1,98,1,1,1.0,11,2,3.1344146769389742,3,2,3.1344146769389742,2.1344146769389742,1.0,1.8655853230610258,1
47,1,2,2,3,1,24,3,1,83,3,3,2.0633749704727675,23,2,10.0,2,3,5.3168748523638385,3.3802498228366065,1.0,3.253499881891071,1
35,2,1,1,1,1,3,3,1,93,2,2,0.010039767610054762,18,2,10.020079535220109,1,3,9.020079535220109,7.0100397676100545,2.9799204647798905,4.0301193028301645,1
47,1,1,4,8,1,2,3,1,98,3,3,0.677646155025277,11,2,10.0,2,3,6.289415379898892,5.6447076899494455,1.0,7.322353844974723,1
25,1,1,3,5,2,3,3,1,57,3,1,1.6197488917092697,14,2,5.429623337563905,2,3,2.8098744458546348,2.0,1.1901255541453652,1.8098744458546348,1
41,1,1,1,8,1,1,4,2,91,2,3,2.0,15,2,10.0,1,3,5.0,3.7639219642912916,1.5092813095275277,7.490718690472472,1
33,2,1,3,3,1,6,2,1,57,2,1,0.6815027222239293,13,2,15.0,3,3,5.0,3.0,4.0,3.0,1
30,2,2,1,4,1,10,2,1,53,1,1,1.2397721401103134,13,3,3.1988607005515672,2,2,2.0,2.0,2.0,2.0,2
36,1,1,1,1,2,22,4,1,35,1,2,1.1912774812156885,20,3,12.426167556352935,1,3,3.8087225187843115,4.83052881574509,1.0,2.4043612593921555,1
35,2,2,1,1,1,1,2,1,31,3,2,1.9431523771003167,18,2,12.585271434349526,3,2,5.943152377100317,7.528423811449842,1.5284238114498416,3.8294571313009502,1
33,1,2,1,3,1,6,2,1,33,2,2,1.0,17,1,11.764477257558195,3,2,11.764477257558195,5.764477257558195,1.0,8.588159085852732,1
35,1,2,1,1,1,1,2,1,96,3,2,1.3488682665429952,11,2,12.557922134199032,0,2,5.348868266542995,3.348868266542995,0.6511317334570047,3.6977365330859904,1
39,3,2,1,1,1,14,3,1,77,2,3,0.1409417115043483,12,1,9.788587432743478,2,2,4.929529144247826,7.64764572123913,1.0,3.0,1
34,1,1,1,1,1,1,2,2,61,2,2,1.0,12,2,10.0,2,3,10.0,8.83061940778773,1.0,1.1856641454858963,1
55,3,1,3,5,1,7,2,3,71,3,1,2.034973089333487,11,3,13.825134553332564,4,1,9.790161463999075,8.790161463999075,1.0349730893334874,7.825134553332563,1
39,1,2,2,2,1,1,3,1,98,3,3,1.8757027765144554,11,1,10.621486117427724,2,3,5.0,6.5028111060578215,1.0,3.0,1
21,1,2,2,5,2,9,2,1,43,2,1,1.0,21,3,2.2691325247963556,2,1,2.2691325247963556,2.0,2.0,2.0,1
34,1,1,2,2,1,1,4,1,45,2,2,2.1849786295368867,16,2,9.493276345431697,2,1,2.1849786295368867,1.9383404568210378,1.9383404568210378,1.3699572590737734,1
43,1,2,2,2,1,11,3,1,57,2,3,1.5436991984969803,11,3,9.45630080150302,2,2,4.6375338676686795,2.8187669338343397,2.6375338676686795,7.731368536840379,1
43,2,2,3,3,1,2,1,2,86,3,2,5.0,18,2,15.933503732633223,1,2,2.664962673667775,2.0664962673667775,1.9335037326332225,2.398977604200665,1
51,1,1,1,6,1,1,3,1,76,2,3,2.0,14,3,11.812155454969586,2,2,5.258879350709941,7.223361947870178,2.482241298580118,5.705603246450295,1
42,2,1,1,2,1,1,1,2,94,3,2,1.7234193395397357,15,2,14.574473113179913,3,2,11.851053773640176,8.0,1.0,3.0,1
35,1,1,1,1,2,11,3,2,32,2,2,1.0,13,3,10.0,3,2,10.0,3.9490273394503674,1.0,7.0,1
25,2,1,1,2,3,28,2,2,79,1,1,1.8602276233737105,17,3,6.580682870121132,5,2,2.279544753252579,2.0,1.8602276233737105,2.1397723766262895,1
34,1,1,3,3,1,13,3,1,45,3,1,1.0,16,1,9.79526731185989,2,2,9.79526731185989,7.79526731185989,2.5905346237197806,7.20473268814011,1
30,1,1,2,14,1,6,2,2,73,3,3,0.40325464009548906,12,2,9.0,3,2,6.790236079713533,5.991863399761277,1.2016273200477445,5.991863399761277,1
32,1,1,1,1,2,5,1,1,62,3,2,2.0,13,1,8.163655942865704,2,3,4.672688114268591,3.672688114268591,1.1636559428657045,2.0,1
44,1,1,1,1,2,8,3,1,66,2,2,1.0,13,3,14.178671010345035,2,2,5.0,3.6570631917239718,3.507202606207021,3.8213289896549645,1
33,2,2,2,8,1,18,2,2,93,3,1,0.0,11,2,4.297976958380326,2,3,3.2979769583803256,2.9271263988430896,1.0,1.814574720231382,1
27,2,1,1,3,1,24,1,2,35,2,2,1.0,21,4,9.3348027793038,4,2,9.3348027793038,6.6607888827848,1.0,8.3348027793038,1
55,1,2,1,4,1,15,4,1,83,3,4,2.5230654247691193,20,3,10.0,2,2,7.615327123845597,8.046130849538239,1.9538691504617614,7.476934575230881,1
29,1,1,1,3,1,22,2,3,47,2,3,1.0,12,1,10.641169515876497,2,1,10.641169515876497,8.358830484123503,2.2823390317529952,4.794152420617513,1
39,2,2,1,8,1,6,3,1,87,3,4,0.8772005408131083,13,2,10.0,2,1,5.491197836747567,7.26320324487865,1.2455989183737834,8.0,1
33,1,1,2,2,1,7,2,1,60,3,1,0.7848902148452708,13,1,12.252884248041553,3,3,5.0,3.3924451074226356,2.822664677732094,2.6075548925773644,1
30,1,1,1,4,1,2,2,1,54,3,1,0.3668011210568458,18,2,3.5502016815852686,1,3,2.183400560528423,2.0,1.0,2.0,1
29,2,1,2,11,1,5,2,2,76,2,2,1.4391349085702183,13,2,9.56086509142978,2,2,6.486920731438253,4.804325457148908,1.4391349085702183,2.0,1
36,3,1,3,13,1,6,3,2,99,1,2,2.246111141150185,12,2,8.115277852875462,2,3,5.0,3.3769444294249076,1.0,3.3769444294249076,1
35,1,1,2,5,1,19,1,1,54,3,2,2.0,12,2,16.388039357008818,2,3,7.0,6.462679785669606,1.0,7.0,1
40,3,2,1,1,1,13,3,1,79,2,3,0.6027557483282842,12,1,9.095866377507575,2,2,4.698622125835858,6.49311062917929,1.0,3.0,1
27,1,1,3,4,1,2,3,1,58,3,1,2.0,13,2,5.495218760352502,1,2,2.747609380176251,2.0,1.2523906198237489,2.0,1
48,1,1,3,4,1,7,2,1,70,2,2,1.9945592198150417,12,1,9.50272039009248,4,1,4.502720390092479,5.010881560369917,1.4972796099075207,5.513601950462396,1
24,1,1,1,1,1,2,2,1,63,3,1,2.0,14,1,4.464425390293634,2,3,2.232212695146817,2.0,1.7677873048531827,0.4644253902936346,2
24,1,2,3,12,1,1,1,1,43,2,1,1.0,12,2,4.200850853450863,2,2,4.200850853450863,3.0,1.0,2.1004254267254314,1
48,3,1,4,6,1,23,3,1,76,3,3,2.6161087786267885,18,2,10.0,2,3,4.3838912213732115,2.3838912213732115,1.0,2.3838912213732115,1
45,1,2,3,14,1,8,4,2,87,3,3,2.0,17,3,13.651577111088091,3,2,6.369341416658035,6.543552861113989,2.912894277772023,1.6306585833419658,1
47,1,1,2,3,2,1,1,2,97,3,3,0.28058366710635907,17,1,13.625888443858187,3,1,12.71941633289364,7.625888443858187,1.0,3.280583667106359,1
50,2,1,1,6,1,1,3,1,76,2,2,2.0,14,3,12.630334028602055,2,2,5.375762004086008,6.872713987741976,2.248475991827984,5.1211899795699605,1
50,2,1,1,1,2,2,2,2,50,3,3,2.116898040708364,11,2,13.532407837166543,4,3,4.116898040708364,2.2337960814167284,3.116898040708364,2.116898040708364,1
39,1,2,1,8,1,6,3,1,87,3,4,1.060167876386525,13,2,10.0,3,2,5.0,7.939832123613475,1.0,7.819496370840426,1
37,2,1,3,7,1,9,3,1,52,3,1,2.116875840785746,14,3,3.861459734642911,0,2,2.3722919469285824,2.0,1.6277080530714179,2.0,1
24,1,1,3,7,2,7,3,1,58,3,1,0.6698112293141723,14,3,4.004716843971258,2,3,2.334905614657086,2.0,1.6650943853429139,1.3349056146570861,1
44,1,1,1,1,2,8,3,1,66,2,2,1.0,13,3,14.303639636683064,2,2,5.0,3.557088290653549,3.5821837820098383,3.6963603633169364,1
33,2,1,2,6,1,13,1,1,56,3,2,1.588050378540592,12,3,15.0,2,3,6.588050378540592,5.3820755678108885,1.617924432189112,6.1761007570811834,1
40,1,1,2,3,2,9,3,1,52,3,1,2.8602182677855406,12,3,5.860218267785541,2,2,3.3799272440714865,2.0,1.0,2.0,1
36,3,2,1,1,1,10,3,1,84,1,2,1.066922183952643,12,2,6.533461091976322,3,2,4.466538908023678,3.4665389080236784,2.3996167240710355,3.4665389080236784,1
44,1,1,1,1,2,9,3,1,64,2,2,1.0,12,3,14.469462915254788,2,3,5.0,3.0,3.893892583050958,3.6366445016942546,1
36,2,2,1,4,2,3,4,1,42,2,1,4.0,15,2,13.634208366326408,2,3,9.845611155101878,8.21140278877547,1.0,6.9429860561226535,1
33,1,1,1,5,1,28,3,2,96,2,1,0.15167487973275118,21,1,6.0,4,3,5.151674879732751,2.8483251202672486,3.5449753608017467,2.0,1
39,2,1,1,1,1,24,1,1,57,2,3,0.6234441355910965,11,1,12.493776542364387,2,2,5.623444135591097,8.376555864408903,1.0,6.311722067795548,1
35,3,2,1,4,2,4,3,1,41,3,1,3.254532580556603,16,3,12.006043440742136,2,3,9.0,8.0,1.4969782796289315,7.751510860185534,1
46,3,1,3,3,1,1,2,1,73,3,1,1.743946292572677,12,3,15.20762404800874,2,2,7.024214829709292,5.0,1.0,3.280268537136615,1
41,1,1,1,1,1,1,2,1,94,3,2,2.0,11,1,8.067064869471558,0,1,5.899402695792662,3.932935130528441,0.03353243473577938,4.899402695792662,1
24,1,1,3,8,2,8,3,1,57,3,1,0.4301103151286835,14,4,4.29033094538605,2,3,3.720441260514734,2.4301103151286836,1.5698896848713164,1.4301103151286836,1
34,3,1,1,1,1,6,2,1,92,3,2,0.7624586857406905,20,3,10.0,4,3,9.76245868574069,7.7624586857406905,3.7624586857406905,7.049834742962762,1
43,1,1,3,3,1,5,2,1,72,2,1,1.0,13,1,10.0,3,1,5.616171816191253,6.753531273523499,1.0,7.87676563676175,1
56,1,1,3,3,1,20,2,1,93,3,2,1.3420817487159074,15,3,6.710408743579537,3,3,3.3158365025681853,2.0,1.3420817487159074,0.6841634974318149,1
30,1,1,1,1,1,5,3,2,41,3,3,1.8212573046720129,12,3,11.46377191401604,2,3,9.821257304672013,8.821257304672013,1.3574853906559743,4.536228085983962,1
35,1,1,4,8,1,18,4,1,48,3,2,1.1106317369552072,11,3,16.221263473910415,2,3,5.2212634739104145,3.442526947820829,1.0,3.442526947820829,1
43,1,1,3,3,1,3,1,1,72,3,1,1.0,13,3,10.307095416530963,4,3,10.307095416530963,5.614190833061928,1.0,7.1535477082654815,1
28,2,1,1,1,1,26,2,2,35,2,2,1.0,21,4,9.872511337668017,3,2,9.872511337668017,4.50995464932793,1.0,8.872511337668017,1
33,2,1,2,5,1,12,1,1,57,3,2,1.2054254188792655,12,3,15.0,3,3,6.2054254188792655,4.808138128318898,2.191861871681102,5.410850837758531,1
39,2,3,3,4,1,1,3,1,98,3,3,2.608113902661339,11,1,10.608113902661339,3,3,6.216227805322678,6.1891814631182145,1.4054092684408928,4.013523171102232,1
43,1,2,1,1,1,11,3,1,59,2,3,1.0,11,3,10.74958713674387,2,3,5.0,3.0,3.1499174273487736,8.100495435907357,1
43,3,1,1,1,2,25,2,1,53,2,2,0.7707486047673585,14,1,10.0,2,2,8.853743023836792,7.458502790465283,3.3122458143020754,5.229251395232642,1
36,1,1,1,1,1,21,3,1,44,2,2,2.4445051367861326,12,3,8.833242294820801,2,3,6.666484589641602,5.110989726427735,1.5554948632138674,3.722252568393066,1
46,1,1,2,2,1,2,1,1,69,3,1,1.2799634634539256,14,3,10.0,4,2,9.44007307309215,5.559926926907851,1.0,7.0,1
39,1,2,3,11,2,2,3,1,82,3,3,1.2822952657705946,11,4,10.0,3,2,6.435409468458811,5.205738164426487,1.7177047342294054,6.0765571013441075,1
40,1,2,2,2,1,1,3,1,96,3,3,2.3060515555328998,11,1,11.530257777664499,3,3,6.8363093331974,7.3060515555329,1.0,3.0,1
40,1,3,3,13,1,9,2,2,50,2,3,1.5427244433475962,16,2,12.713622216737981,3,3,6.085448886695192,3.542724443347596,1.0,5.170897773390385,1
27,2,1,3,5,1,1,3,1,34,3,1,1.7482009410930472,13,2,4.5035981178139055,2,3,3.007196235627811,2.2517990589069528,1.7482009410930472,2.2517990589069528,1
26,2,2,2,4,1,29,2,1,91,2,1,1.0,13,1,8.419871954527437,2,3,8.074175961023517,3.728479967519597,1.0,3.728479967519597,1
48,2,1,4,8,1,2,2,1,97,2,4,1.1815977168014258,11,3,10.0,1,3,5.0,5.181597716801425,1.3631954336028513,6.818402283198575,1
28,2,1,2,4,1,1,3,1,36,3,1,1.9084505613336282,14,2,3.9084505613336282,3,3,2.0915494386663718,2.0,2.0,2.0,1
42,2,1,2,9,1,3,2,2,89,2,3,1.5833917947661205,14,3,10.0,1,2,5.0,6.8332164104677595,2.166783589532241,6.8332164104677595,1
23,3,1,3,5,2,22,1,1,88,2,1,1.40085141676364,12,2,4.80170283352728,2,2,3.59914858323636,2.0,1.0,2.59914858323636,1
28,1,1,3,13,1,4,3,1,47,2,1,0.4620058036441327,15,2,4.924011607288265,2,2,4.386017410932398,2.924011607288265,1.5379941963558674,1.5379941963558674,1
39,1,2,2,12,1,2,3,1,83,3,4,2.052716660388185,11,4,10.0,3,2,4.841850018835446,6.7364166980590765,1.0527166603881848,4.789133358447261,1
38,1,1,3,4,1,24,1,1,51,3,2,1.8466485968839197,13,1,16.773188775071358,2,2,7.4600542093482405,7.306702806232161,1.0,7.15335140311608,1
30,1,1,2,3,1,28,3,2,79,2,2,1.4137701679832029,14,2,11.689838656134377,4,3,3.758689496050392,2.586229832016797,1.4137701679832029,4.9311491600839865,1
47,2,1,2,2,1,1,3,2,46,3,1,2.0,11,2,9.952890568924271,3,3,4.0,2.505888678884466,1.988222642231068,2.0,1
29,1,1,3,10,1,5,1,1,82,2,2,1.0,16,3,8.445816941738592,1,2,8.445816941738592,5.834362706303944,1.0,2.388545764565352,1
35,3,1,1,1,1,9,3,2,62,2,2,1.0181101838208404,13,1,9.96377963235832,3,3,9.909449080895797,8.909449080895797,1.0,6.909449080895797,1
40,1,1,1,2,1,21,4,1,44,2,2,3.0,12,3,8.383628273167545,2,3,4.872123908944151,3.8721239089441513,1.0,3.744247817888303,1
29,2,2,2,2,1,3,1,2,87,3,1,1.0,17,3,10.135763435032775,2,3,10.067881717516387,8.932118282483613,1.0,5.135763435032775,1
50,2,2,1,2,1,1,2,2,92,3,2,0.5651331835892089,24,2,11.304600449232373,2,2,8.044067714875538,5.609200898464747,1.434866816410791,7.434866816410791,1
33,2,1,1,2,1,8,3,1,45,3,1,1.6966508238768923,15,3,6.483254119384461,5,1,2.303349176123108,2.0,1.6966508238768923,2.0,1
46,3,2,1,1,1,2,3,1,45,3,3,2.0,11,3,10.310002475290817,5,3,4.922499381177296,2.9224993811772957,2.0775006188227043,7.534996287063774,1
43,1,1,3,3,1,4,1,1,72,3,1,1.0,13,3,10.585522731373203,4,3,10.585522731373203,6.171045462746406,1.0,7.2927613656866015,1
52,2,1,1,4,1,5,1,2,35,3,2,2.1525390429142615,19,4,12.542382871257216,3,1,6.694921914171477,6.542382871257216,4.0,4.694921914171477,1
34,1,1,1,1,1,12,2,2,70,3,2,0.5762883601668132,18,2,6.0,2,1,5.576288360166814,4.152576720333626,0.5762883601668132,3.423711639833187,1
55,1,2,3,3,1,7,3,2,89,3,3,1.8201451391485677,21,1,11.179854860851432,2,2,7.752994675320009,9.0,1.393284953617144,4.96642476808572,1
34,2,1,1,1,2,5,3,1,45,2,3,2.727607986092842,12,2,13.031085300883298,2,3,11.303477314790456,8.575869328697614,1.848261342604772,4.696522685209544,1
28,1,1,4,8,1,7,3,1,49,2,1,1.0,13,2,6.0,3,2,6.0,3.736444235624723,1.0,1.263555764375277,1
43,1,1,4,10,1,1,2,2,91,2,2,1.8687340295380297,13,3,10.0,1,3,5.262531940923941,6.065632985230986,2.8687340295380297,6.13126597046197,1
35,1,1,1,1,2,10,3,2,32,2,2,1.0,13,3,10.0,3,2,10.0,3.446588922559342,1.0,7.0,1
30,2,1,1,1,2,4,1,2,42,3,3,1.0,14,4,10.098321257191735,3,3,10.098321257191735,5.254196857020661,3.549160628595868,3.7050362284247926,1
28,2,1,1,1,1,26,2,2,35,2,2,1.0,21,4,9.886761954159244,3,2,9.886761954159244,4.452952183363021,1.0,8.886761954159244,1
33,2,2,2,7,1,18,2,2,93,3,1,0.0,11,2,3.1061116072636583,2,3,2.1061116072636583,2.0757940051883272,1.0,1.9848411989623345,1
35,2,1,1,1,1,3,2,1,93,2,2,0.1611019135540659,19,3,10.0,2,3,9.161101913554067,7.161101913554066,3.1611019135540657,4.644407654216264,1
46,1,1,2,5,1,9,4,2,64,2,1,3.6260119563901996,12,3,7.997301449626135,2,3,2.3739880436098004,2.124662681203267,2.249325362406534,0.37398804360980054,1
53,1,1,2,3,1,8,2,1,66,3,2,2.9208418826173723,11,3,9.079158117382628,5,2,4.316632469530511,3.3166324695305107,1.9208418826173723,3.3166324695305107,1
23,1,1,2,5,1,8,1,2,93,1,1,0.8698963620621283,15,1,3.8698963620621285,2,2,3.7397927241242566,2.8698963620621285,1.1301036379378717,1.1301036379378717,1
43,2,2,1,10,1,3,3,2,83,3,3,3.0,12,2,10.481161942873928,2,1,2.481161942873928,2.0,1.518838057126072,1.481161942873928,1
46,2,2,1,10,1,3,3,1,95,1,3,2.0,14,2,13.678521078295637,1,3,3.7738263072347875,2.5912754357449295,1.4087245642550708,2.5912754357449295,1
44,2,1,2,8,1,1,2,1,92,1,4,2.0,15,2,10.0,1,3,5.0,4.197008111610391,1.7980054077402605,4.197008111610391,2
33,2,1,3,5,1,28,3,2,85,2,1,3.835715083533906,13,1,9.726191805889844,1,2,7.835715083533906,6.835715083533906,0.9452383611779687,6.835715083533906,1
28,1,1,2,2,1,10,3,1,41,3,1,1.335197241645901,13,3,10.005591724937702,2,2,9.3351972416459,7.670394483291802,1.0,6.659211033416396,1
35,2,1,1,2,1,9,3,2,52,2,1,1.0,12,3,3.605706897196023,3,2,3.605706897196023,2.0,1.1971465514019886,2.0,1
32,1,2,1,5,2,7,1,1,87,2,1,0.004632023004602859,19,4,3.013896069013809,1,2,2.0185280920184114,2.0092640460092057,1.9953679769953971,2.0046320230046026,1
22,3,1,4,7,2,23,1,1,89,2,1,0.6665008283088558,14,2,4.333499171691145,2,2,4.0,2.333499171691144,1.0,2.666500828308856,1
32,3,1,1,1,1,6,1,2,90,3,1,1.0,19,3,10.0,4,3,10.0,8.398168693590943,2.80549391922717,6.80549391922717,1
43,1,1,2,2,1,7,3,1,69,2,2,1.0,13,2,12.313021985310385,2,1,5.0,5.149582411751691,2.3878131911862313,5.686978014689615,1
30,1,1,1,1,1,1,2,2,63,2,2,1.0,11,3,10.0,3,3,10.0,8.080144383587239,1.0,6.438989314889323,1
50,2,1,1,6,1,1,3,1,76,2,2,2.0,14,3,12.424421960561729,2,2,5.3463459943659615,6.9609620169021165,2.3073080112680775,5.2682700281701935,1
24,3,1,2,3,3,27,2,2,81,1,1,1.6530467981037722,16,3,5.9591403943113175,4,2,2.6939064037924556,2.0,1.6530467981037722,2.346953201896228,1
39,2,2,1,2,1,13,3,1,76,3,3,0.2624987518902516,12,1,10.524997503780503,3,3,6.837491263231762,8.262498751890252,1.0,4.312493759451258,1
32,2,1,1,1,1,5,3,2,63,2,2,1.0,11,2,10.0,4,3,10.0,8.452217940889808,1.0,7.0,1
35,2,2,2,2,2,1,2,2,88,3,2,2.0,13,3,15.0,5,3,7.898419291759928,7.449209645879964,1.0,7.449209645879964,1
40,2,1,2,2,2,4,1,1,84,3,2,3.64268145160192,17,2,16.452439516132692,2,2,3.35731854839808,4.262197580663467,1.5475604838673065,2.4524395161326935,1
29,3,2,2,5,1,7,3,2,39,3,1,2.7182859592404003,13,1,9.8591429796202,2,3,7.281714040759599,7.1408570203798,1.2817140407595997,7.0,1
34,2,1,1,1,1,18,4,2,71,3,2,0.0,16,3,6.705547946024893,2,1,5.705547946024893,3.3527739730124466,0.1763869865062233,4.52916095951867,1
44,1,1,1,2,2,7,3,1,68,2,2,1.0,13,2,12.5081611363026,2,2,5.0,4.993471090957919,2.5048966817815606,5.4918388636973985,1
35,1,1,1,1,1,6,2,1,99,3,2,1.0,11,3,12.09462724752274,1,3,7.905372752477261,5.324298201981808,1.0,6.486447302972713,1
29,1,1,3,14,1,8,1,2,73,3,2,0.08515409893189996,12,3,9.0851540989319,3,2,8.1703081978638,7.0,1.0,6.5742295053405,1
52,1,1,1,3,1,3,2,1,61,2,3,1.6376061008833669,17,3,10.0,2,2,6.9128183026501,5.5504244035334676,1.0,7.724787798233266,2
45,3,2,1,2,1,1,4,1,74,3,1,3.7417650508341302,17,3,12.355293197775651,2,2,4.838823299443913,3.838823299443913,1.0,2.5805883502780436,1
46,3,2,1,1,1,2,3,1,42,3,3,2.0,12,2,11.47094284832188,3,3,6.4709428483218785,4.4709428483218785,1.6322642879195304,7.63226428791953,1
43,1,1,3,3,1,2,1,1,72,3,1,1.0,13,3,10.0,4,2,9.934527717058332,5.026188913176667,1.0,7.013094456588334,1
24,1,1,1,2,1,5,2,1,66,2,1,2.3364626279832894,13,1,4.672925255966579,2,3,2.3364626279832894,2.0,2.0,0.6729252559665788,2
40,1,1,1,1,1,9,2,1,47,3,1,0.7121438674790057,12,3,8.643928066260496,4,3,7.109820165651243,3.6439280662604974,1.0,1.1780359668697513,1
33,2,1,3,12,1,14,2,2,95,3,1,0.03892968253054485,13,1,9.84428126987782,5,2,8.84428126987782,6.883210952408366,1.0,1.1167890475916344,1
48,1,1,3,11,1,5,3,1,96,2,2,2.0,13,3,17.662035450221982,0,2,2.1486627277531127,2.0,1.851337272246887,2.0,1
25,1,1,1,2,1,25,2,1,38,2,2,1.5853758762729764,19,4,7.243872371181071,3,3,4.902368866089166,4.487744742362143,1.5853758762729764,4.487744742362143,1
33,2,3,2,6,1,19,1,2,92,3,1,0.08534966807864386,11,2,3.2560490042359316,2,3,2.3413986723145754,2.0,1.0,2.0,1
34,1,1,3,6,1,28,2,2,86,2,2,3.9874970073837894,13,1,10.0,1,2,8.003125748154053,7.003125748154052,1.0062514963081053,7.003125748154052,1
45,1,1,1,6,2,25,2,2,95,2,2,1.0043900206624852,14,3,7.99121995867503,2,2,5.484634927681302,4.986829938012544,2.4978049896687575,4.986829938012544,1
41,1,1,2,2,2,9,2,1,49,3,1,2.381540069280175,12,3,7.809229965359912,3,2,5.023074913399781,2.809229965359912,1.0,1.595385017320044,1
21,3,1,1,5,1,1,1,1,98,1,1,1.0,11,2,3.0670764773884276,3,2,3.0670764773884276,2.0670764773884276,1.0,1.9329235226115724,1
27,2,1,2,2,1,1,1,1,38,3,1,2.0,12,3,5.499920940798356,3,3,2.0,2.0,2.0,2.0,1
25,1,1,1,1,1,27,3,1,39,2,2,1.7900944069044142,18,4,6.839622372382343,3,2,3.679244744764686,2.4198111861911715,1.7900944069044142,3.4693391516691,1
35,2,1,1,1,1,17,4,2,71,3,2,0.0,15,3,6.407782842237145,2,1,5.0,3.5097285527964317,0.10194571055928625,3.8980542894407137,1
32,2,2,3,15,2,16,2,2,71,2,3,1.7948603595179928,13,3,14.769162157107957,2,2,6.025698202410036,7.794860359517993,1.0,9.0,1
47,2,1,2,7,1,18,1,1,87,2,2,5.0,11,4,9.618624558672668,2,2,2.381375441327333,2.0,1.0,2.0,1
49,1,2,1,2,1,3,1,1,95,2,5,2.963450332151905,14,1,10.0,3,2,9.817251660759526,3.963450332151905,1.0,5.890350996455715,1
31,2,1,1,3,1,3,4,1,68,2,1,0.9441338902199985,14,2,5.832401670659996,2,3,2.472066945109999,2.0,2.0,2.0,1
32,1,1,1,1,1,7,2,1,68,3,2,2.3054766002121507,20,2,9.046112067161685,3,2,6.435158866737384,5.870317733474767,1.0,4.740635466949534,1
40,2,1,1,1,1,2,1,2,91,3,2,3.1314172788567047,14,2,15.0,3,3,11.065708639428353,7.671456802858238,1.0,3.328543197141762,1
35,3,1,1,1,1,9,3,1,62,2,1,0.7755276166950106,13,1,11.122361916524948,4,3,8.877638083475052,7.653165700170064,1.6734171499149681,6.102110466780042,1
28,2,1,1,1,1,24,2,1,91,2,2,1.4532888347480277,12,1,9.826978156763808,3,2,7.920400487267751,4.733555826259861,1.0,4.733555826259861,1
29,2,1,2,6,1,8,3,2,50,1,1,1.0,12,2,3.90243892268968,3,2,3.90243892268968,2.9512194613448397,1.5243902693275801,1.5243902693275801,1
31,1,1,1,1,1,6,4,1,72,1,2,3.118474506123544,16,2,10.677711759185316,3,2,5.236949012247088,4.79618626530886,1.440762746938228,4.79618626530886,1
47,1,2,3,13,1,7,4,2,87,3,3,2.0,18,3,14.793895512997391,3,2,6.797710817374022,6.400763060875326,3.198473878249348,1.2022891826259778,1
48,2,1,2,2,2,1,4,1,35,3,3,2.0,18,2,11.761438674767128,2,2,6.7614386747671285,5.321079006075347,1.5596403313082179,3.6421580121506927,1
44,2,1,1,1,2,25,3,1,50,2,2,1.310480491861425,14,1,9.689519508138575,2,3,9.223798770346438,6.534279262207862,3.5342792622078623,4.844759754069288,1
45,2,2,1,1,1,1,1,2,93,3,2,1.0,25,3,10.0,2,3,5.0,3.0,1.0,6.818071869504729,1
36,2,2,1,5,1,4,4,1,40,2,1,3.585356863040552,16,3,12.585356863040552,2,2,9.138214378986483,7.447142484054069,1.0,8.0,1
